Feature_ID	Term_ID	Term_name
C02488	mmu00620	Pyruvate metabolism
C02504	mmu00620	Pyruvate metabolism
C03248	mmu00620	Pyruvate metabolism
C03451	mmu00620	Pyruvate metabolism
C03981	mmu00620	Pyruvate metabolism
C05125	mmu00620	Pyruvate metabolism
C05993	mmu00620	Pyruvate metabolism
C05994	mmu00620	Pyruvate metabolism
C15972	mmu00620	Pyruvate metabolism
C15973	mmu00620	Pyruvate metabolism
C16255	mmu00620	Pyruvate metabolism
C00007	mmu00630	Glyoxylate and dicarboxylate metabolism
C00011	mmu00630	Glyoxylate and dicarboxylate metabolism
C00014	mmu00630	Glyoxylate and dicarboxylate metabolism
C00022	mmu00630	Glyoxylate and dicarboxylate metabolism
C00024	mmu00630	Glyoxylate and dicarboxylate metabolism
C00025	mmu00630	Glyoxylate and dicarboxylate metabolism
C00026	mmu00630	Glyoxylate and dicarboxylate metabolism
C00027	mmu00630	Glyoxylate and dicarboxylate metabolism
C00033	mmu00630	Glyoxylate and dicarboxylate metabolism
C00036	mmu00630	Glyoxylate and dicarboxylate metabolism
C00037	mmu00630	Glyoxylate and dicarboxylate metabolism
C00042	mmu00630	Glyoxylate and dicarboxylate metabolism
C00048	mmu00630	Glyoxylate and dicarboxylate metabolism
C00049	mmu00630	Glyoxylate and dicarboxylate metabolism
C00058	mmu00630	Glyoxylate and dicarboxylate metabolism
C00064	mmu00630	Glyoxylate and dicarboxylate metabolism
C00065	mmu00630	Glyoxylate and dicarboxylate metabolism
C00091	mmu00630	Glyoxylate and dicarboxylate metabolism
C00100	mmu00630	Glyoxylate and dicarboxylate metabolism
C00111	mmu00630	Glyoxylate and dicarboxylate metabolism
C00136	mmu00630	Glyoxylate and dicarboxylate metabolism
C00149	mmu00630	Glyoxylate and dicarboxylate metabolism
C00158	mmu00630	Glyoxylate and dicarboxylate metabolism
C00160	mmu00630	Glyoxylate and dicarboxylate metabolism
C00168	mmu00630	Glyoxylate and dicarboxylate metabolism
C00197	mmu00630	Glyoxylate and dicarboxylate metabolism
C00209	mmu00630	Glyoxylate and dicarboxylate metabolism
C00258	mmu00630	Glyoxylate and dicarboxylate metabolism
C00266	mmu00630	Glyoxylate and dicarboxylate metabolism
C00311	mmu00630	Glyoxylate and dicarboxylate metabolism
C00313	mmu00630	Glyoxylate and dicarboxylate metabolism
C00332	mmu00630	Glyoxylate and dicarboxylate metabolism
C00417	mmu00630	Glyoxylate and dicarboxylate metabolism
C00552	mmu00630	Glyoxylate and dicarboxylate metabolism
C00631	mmu00630	Glyoxylate and dicarboxylate metabolism
C00683	mmu00630	Glyoxylate and dicarboxylate metabolism
C00798	mmu00630	Glyoxylate and dicarboxylate metabolism
C00877	mmu00630	Glyoxylate and dicarboxylate metabolism
C00888	mmu00630	Glyoxylate and dicarboxylate metabolism
C00898	mmu00630	Glyoxylate and dicarboxylate metabolism
C00975	mmu00630	Glyoxylate and dicarboxylate metabolism
C00988	mmu00630	Glyoxylate and dicarboxylate metabolism
C01127	mmu00630	Glyoxylate and dicarboxylate metabolism
C01146	mmu00630	Glyoxylate and dicarboxylate metabolism
C01182	mmu00630	Glyoxylate and dicarboxylate metabolism
C01213	mmu00630	Glyoxylate and dicarboxylate metabolism
C01380	mmu00630	Glyoxylate and dicarboxylate metabolism
C01732	mmu00630	Glyoxylate and dicarboxylate metabolism
C01989	mmu00630	Glyoxylate and dicarboxylate metabolism
C01990	mmu00630	Glyoxylate and dicarboxylate metabolism
C02123	mmu00630	Glyoxylate and dicarboxylate metabolism
C02405	mmu00630	Glyoxylate and dicarboxylate metabolism
C03217	mmu00630	Glyoxylate and dicarboxylate metabolism
C03459	mmu00630	Glyoxylate and dicarboxylate metabolism
C03548	mmu00630	Glyoxylate and dicarboxylate metabolism
C03561	mmu00630	Glyoxylate and dicarboxylate metabolism
C03618	mmu00630	Glyoxylate and dicarboxylate metabolism
C04348	mmu00630	Glyoxylate and dicarboxylate metabolism
