Feature_ID	Term_ID	Term_name
17907	mmu04670	Leukocyte transendothelial migration
17969	mmu04670	Leukocyte transendothelial migration
17970	mmu04670	Leukocyte transendothelial migration
17972	mmu04670	Leukocyte transendothelial migration
18260	mmu04670	Leukocyte transendothelial migration
18417	mmu04670	Leukocyte transendothelial migration
18613	mmu04670	Leukocyte transendothelial migration
18706	mmu04670	Leukocyte transendothelial migration
18707	mmu04670	Leukocyte transendothelial migration
18708	mmu04670	Leukocyte transendothelial migration
18709	mmu04670	Leukocyte transendothelial migration
18710	mmu04670	Leukocyte transendothelial migration
18750	mmu04670	Leukocyte transendothelial migration
18751	mmu04670	Leukocyte transendothelial migration
18752	mmu04670	Leukocyte transendothelial migration
